activeCount,avgRho,condition,entropy,mass,maxFluxAbs,maxRho,param_c_press,param_damping,param_dt,param_rng_seed,rep,rhoMaxId,step,t,totalFlux,vortNorm_global,vortNorm_global_ema
3,0.3565088560771419,damping=0.05,0.027990967238228234,49.911239850799866,0.29884861531350376,49.09715086846136,0.1,0.05,0.12,42,0,1,10,1.2000000000000002,3.1740410208530827,0.0,0.0
4,0.3560278099399571,damping=0.05,0.07590376031716724,49.843893391593994,0.3777766841795576,47.576389534155034,0.1,0.05,0.12,42,0,1,20,2.4000000000000012,4.958292871075282,0.0,0.0
4,0.35521469190803123,damping=0.05,0.12440952084151818,49.730056867124375,0.4066406421279728,45.86784520202775,0.1,0.05,0.12,42,0,1,30,3.6000000000000023,5.5740580025813715,0.0,0.0
5,0.3533674219118214,damping=0.05,0.16865965246522777,49.471439067655,0.41948059631206464,44.091157669905776,0.1,0.05,0.12,42,0,1,40,4.800000000000003,6.050714526872848,0.0,0.0
5,0.35240652136299655,damping=0.05,0.21603397938913313,49.33691299081952,0.4279153117115273,42.27881662801605,0.1,0.05,0.12,42,0,1,50,6.000000000000004,6.229633617564549,0.0,0.0
14,0.35169680134072073,damping=0.05,0.26322167075641856,49.237552187700906,0.4343807348901361,40.441270945192606,0.1,0.05,0.12,42,0,1,60,7.2000000000000055,6.411623943174077,0.0,0.0
23,0.3496544390303003,damping=0.05,0.30519852884156773,48.951621464242045,0.4401089355883348,38.58294784562482,0.1,0.05,0.12,42,0,1,70,8.400000000000004,6.542713642679714,0.0,0.0
38,0.34746569173760267,damping=0.05,0.3465166440040274,48.64519684326437,0.44523707952784497,36.70631708846676,0.1,0.05,0.12,42,0,1,80,9.599999999999996,6.721164778861092,0.0,0.0
68,0.34658530349638894,damping=0.05,0.39120571620652755,48.52194248949445,0.44979759740760766,34.81338474268641,0.1,0.05,0.12,42,0,1,90,10.799999999999988,6.786025080932919,0.0,0.0
92,0.34510582556817737,damping=0.05,0.4334546774560256,48.314815579544835,0.4536389084719788,32.906633941581156,0.1,0.05,0.12,42,0,1,100,11.99999999999998,6.858240070847487,0.0,0.0
98,0.34205884416546045,damping=0.05,0.4713836159172346,47.88823818316446,0.45692174267594704,30.98865482954087,0.1,0.05,0.12,42,0,1,110,13.199999999999973,6.958980005503651,0.0,0.0
106,0.3405501824107273,damping=0.05,0.5127093994335573,47.67702553750183,0.4596170097760424,29.061813741327835,0.1,0.05,0.12,42,0,1,120,14.399999999999965,7.023990568144339,0.0,0.0
109,0.339443072025908,damping=0.05,0.5540591563188165,47.52203008362712,0.4614684305486748,27.12894766012243,0.1,0.05,0.12,42,0,1,130,15.599999999999957,7.049207005480441,0.0,0.0
116,0.3366357819986367,damping=0.05,0.5913294768707347,47.129009479809135,0.4625179229207182,25.193411331859398,0.1,0.05,0.12,42,0,1,140,16.79999999999996,7.080780829609563,0.0,0.0
120,0.33378853566536026,damping=0.05,0.6281339923704418,46.73039499315044,0.46282954945446086,23.258462895825065,0.1,0.05,0.12,42,0,1,150,17.99999999999997,7.143877769224485,0.0,0.0
127,0.33251544457896054,damping=0.05,0.6668508019159386,46.552162241054475,0.4621745222800497,21.32757825684469,0.1,0.05,0.12,42,0,1,160,19.19999999999998,7.118361554180805,0.0,0.0
127,0.33034250138963733,damping=0.05,0.703111870758472,46.247950194549226,0.46034619634919427,19.405097615835633,0.1,0.05,0.12,42,0,1,170,20.39999999999999,7.094384045978738,0.0,0.0
127,0.3266674728807888,damping=0.05,0.7364822363023655,45.73344620331043,0.45741279408811075,17.495746270963753,0.1,0.05,0.12,42,0,1,180,21.6,7.099819153800567,0.0,0.0
128,0.3247370677009057,damping=0.05,0.7711394153932999,45.4631894781268,0.4531966277295384,15.604516329760738,0.1,0.05,0.12,42,0,1,190,22.80000000000001,7.060608619369178,0.0,0.0
128,0.3232536080170813,damping=0.05,0.8047557945536549,45.255505122391384,0.4472639742774219,13.737506937410918,0.1,0.05,0.12,42,0,1,200,24.00000000000002,6.966144419480268,0.0,0.0
3,0.3565088560771419,damping=0.05,0.027990967238228234,49.911239850799866,0.29884861531350376,49.09715086846136,0.1,0.05,0.12,42,1,1,10,1.2000000000000002,3.1740410208530827,0.0,0.0
4,0.3560278099399571,damping=0.05,0.07590376031716724,49.843893391593994,0.3777766841795576,47.576389534155034,0.1,0.05,0.12,42,1,1,20,2.4000000000000012,4.958292871075282,0.0,0.0
4,0.35521469190803123,damping=0.05,0.12440952084151818,49.730056867124375,0.4066406421279728,45.86784520202775,0.1,0.05,0.12,42,1,1,30,3.6000000000000023,5.5740580025813715,0.0,0.0
5,0.3533674219118214,damping=0.05,0.16865965246522777,49.471439067655,0.41948059631206464,44.091157669905776,0.1,0.05,0.12,42,1,1,40,4.800000000000003,6.050714526872848,0.0,0.0
5,0.35240652136299655,damping=0.05,0.21603397938913313,49.33691299081952,0.4279153117115273,42.27881662801605,0.1,0.05,0.12,42,1,1,50,6.000000000000004,6.229633617564549,0.0,0.0
14,0.35169680134072073,damping=0.05,0.26322167075641856,49.237552187700906,0.4343807348901361,40.441270945192606,0.1,0.05,0.12,42,1,1,60,7.2000000000000055,6.411623943174077,0.0,0.0
23,0.3496544390303003,damping=0.05,0.30519852884156773,48.951621464242045,0.4401089355883348,38.58294784562482,0.1,0.05,0.12,42,1,1,70,8.400000000000004,6.542713642679714,0.0,0.0
38,0.34746569173760267,damping=0.05,0.3465166440040274,48.64519684326437,0.44523707952784497,36.70631708846676,0.1,0.05,0.12,42,1,1,80,9.599999999999996,6.721164778861092,0.0,0.0
68,0.34658530349638894,damping=0.05,0.39120571620652755,48.52194248949445,0.44979759740760766,34.81338474268641,0.1,0.05,0.12,42,1,1,90,10.799999999999988,6.786025080932919,0.0,0.0
92,0.34510582556817737,damping=0.05,0.4334546774560256,48.314815579544835,0.4536389084719788,32.906633941581156,0.1,0.05,0.12,42,1,1,100,11.99999999999998,6.858240070847487,0.0,0.0
98,0.34205884416546045,damping=0.05,0.4713836159172346,47.88823818316446,0.45692174267594704,30.98865482954087,0.1,0.05,0.12,42,1,1,110,13.199999999999973,6.958980005503651,0.0,0.0
106,0.3405501824107273,damping=0.05,0.5127093994335573,47.67702553750183,0.4596170097760424,29.061813741327835,0.1,0.05,0.12,42,1,1,120,14.399999999999965,7.023990568144339,0.0,0.0
109,0.339443072025908,damping=0.05,0.5540591563188165,47.52203008362712,0.4614684305486748,27.12894766012243,0.1,0.05,0.12,42,1,1,130,15.599999999999957,7.049207005480441,0.0,0.0
116,0.3366357819986367,damping=0.05,0.5913294768707347,47.129009479809135,0.4625179229207182,25.193411331859398,0.1,0.05,0.12,42,1,1,140,16.79999999999996,7.080780829609563,0.0,0.0
120,0.33378853566536026,damping=0.05,0.6281339923704418,46.73039499315044,0.46282954945446086,23.258462895825065,0.1,0.05,0.12,42,1,1,150,17.99999999999997,7.143877769224485,0.0,0.0
127,0.33251544457896054,damping=0.05,0.6668508019159386,46.552162241054475,0.4621745222800497,21.32757825684469,0.1,0.05,0.12,42,1,1,160,19.19999999999998,7.118361554180805,0.0,0.0
127,0.33034250138963733,damping=0.05,0.703111870758472,46.247950194549226,0.46034619634919427,19.405097615835633,0.1,0.05,0.12,42,1,1,170,20.39999999999999,7.094384045978738,0.0,0.0
127,0.3266674728807888,damping=0.05,0.7364822363023655,45.73344620331043,0.45741279408811075,17.495746270963753,0.1,0.05,0.12,42,1,1,180,21.6,7.099819153800567,0.0,0.0
128,0.3247370677009057,damping=0.05,0.7711394153932999,45.4631894781268,0.4531966277295384,15.604516329760738,0.1,0.05,0.12,42,1,1,190,22.80000000000001,7.060608619369178,0.0,0.0
128,0.3232536080170813,damping=0.05,0.8047557945536549,45.255505122391384,0.4472639742774219,13.737506937410918,0.1,0.05,0.12,42,1,1,200,24.00000000000002,6.966144419480268,0.0,0.0
3,0.3565088560771419,damping=0.05,0.027990967238228234,49.911239850799866,0.29884861531350376,49.09715086846136,0.1,0.05,0.12,42,2,1,10,1.2000000000000002,3.1740410208530827,0.0,0.0
4,0.3560278099399571,damping=0.05,0.07590376031716724,49.843893391593994,0.3777766841795576,47.576389534155034,0.1,0.05,0.12,42,2,1,20,2.4000000000000012,4.958292871075282,0.0,0.0
4,0.35521469190803123,damping=0.05,0.12440952084151818,49.730056867124375,0.4066406421279728,45.86784520202775,0.1,0.05,0.12,42,2,1,30,3.6000000000000023,5.5740580025813715,0.0,0.0
5,0.3533674219118214,damping=0.05,0.16865965246522777,49.471439067655,0.41948059631206464,44.091157669905776,0.1,0.05,0.12,42,2,1,40,4.800000000000003,6.050714526872848,0.0,0.0
5,0.35240652136299655,damping=0.05,0.21603397938913313,49.33691299081952,0.4279153117115273,42.27881662801605,0.1,0.05,0.12,42,2,1,50,6.000000000000004,6.229633617564549,0.0,0.0
14,0.35169680134072073,damping=0.05,0.26322167075641856,49.237552187700906,0.4343807348901361,40.441270945192606,0.1,0.05,0.12,42,2,1,60,7.2000000000000055,6.411623943174077,0.0,0.0
23,0.3496544390303003,damping=0.05,0.30519852884156773,48.951621464242045,0.4401089355883348,38.58294784562482,0.1,0.05,0.12,42,2,1,70,8.400000000000004,6.542713642679714,0.0,0.0
38,0.34746569173760267,damping=0.05,0.3465166440040274,48.64519684326437,0.44523707952784497,36.70631708846676,0.1,0.05,0.12,42,2,1,80,9.599999999999996,6.721164778861092,0.0,0.0
68,0.34658530349638894,damping=0.05,0.39120571620652755,48.52194248949445,0.44979759740760766,34.81338474268641,0.1,0.05,0.12,42,2,1,90,10.799999999999988,6.786025080932919,0.0,0.0
92,0.34510582556817737,damping=0.05,0.4334546774560256,48.314815579544835,0.4536389084719788,32.906633941581156,0.1,0.05,0.12,42,2,1,100,11.99999999999998,6.858240070847487,0.0,0.0
98,0.34205884416546045,damping=0.05,0.4713836159172346,47.88823818316446,0.45692174267594704,30.98865482954087,0.1,0.05,0.12,42,2,1,110,13.199999999999973,6.958980005503651,0.0,0.0
106,0.3405501824107273,damping=0.05,0.5127093994335573,47.67702553750183,0.4596170097760424,29.061813741327835,0.1,0.05,0.12,42,2,1,120,14.399999999999965,7.023990568144339,0.0,0.0
109,0.339443072025908,damping=0.05,0.5540591563188165,47.52203008362712,0.4614684305486748,27.12894766012243,0.1,0.05,0.12,42,2,1,130,15.599999999999957,7.049207005480441,0.0,0.0
116,0.3366357819986367,damping=0.05,0.5913294768707347,47.129009479809135,0.4625179229207182,25.193411331859398,0.1,0.05,0.12,42,2,1,140,16.79999999999996,7.080780829609563,0.0,0.0
120,0.33378853566536026,damping=0.05,0.6281339923704418,46.73039499315044,0.46282954945446086,23.258462895825065,0.1,0.05,0.12,42,2,1,150,17.99999999999997,7.143877769224485,0.0,0.0
127,0.33251544457896054,damping=0.05,0.6668508019159386,46.552162241054475,0.4621745222800497,21.32757825684469,0.1,0.05,0.12,42,2,1,160,19.19999999999998,7.118361554180805,0.0,0.0
127,0.33034250138963733,damping=0.05,0.703111870758472,46.247950194549226,0.46034619634919427,19.405097615835633,0.1,0.05,0.12,42,2,1,170,20.39999999999999,7.094384045978738,0.0,0.0
127,0.3266674728807888,damping=0.05,0.7364822363023655,45.73344620331043,0.45741279408811075,17.495746270963753,0.1,0.05,0.12,42,2,1,180,21.6,7.099819153800567,0.0,0.0
128,0.3247370677009057,damping=0.05,0.7711394153932999,45.4631894781268,0.4531966277295384,15.604516329760738,0.1,0.05,0.12,42,2,1,190,22.80000000000001,7.060608619369178,0.0,0.0
128,0.3232536080170813,damping=0.05,0.8047557945536549,45.255505122391384,0.4472639742774219,13.737506937410918,0.1,0.05,0.12,42,2,1,200,24.00000000000002,6.966144419480268,0.0,0.0
3,0.3559361951128952,damping=0.1,0.027959851645453834,49.83106731580533,0.2987752105356308,49.01925360346751,0.1,0.1,0.12,42,0,1,10,1.2000000000000002,3.1714977718243405,0.0,0.0
4,0.3550166143343957,damping=0.1,0.07572674933656848,49.7023260068154,0.37760119532738345,47.44706353140305,0.1,0.1,0.12,42,0,1,20,2.4000000000000012,4.951206488422886,0.0,0.0
4,0.35371354753529993,damping=0.1,0.12396489684306246,49.51989665494199,0.4063539618166886,45.689348907745746,0.1,0.1,0.12,42,0,1,30,3.6000000000000023,5.563210542244584,0.0,0.0
5,0.351330648330807,damping=0.1,0.16785035717392768,49.186290766312986,0.4190822549023422,43.86587193865895,0.1,0.1,0.12,42,0,1,40,4.800000000000003,6.034745554538879,0.0,0.0
5,0.34977991502668876,damping=0.1,0.21480107969396503,48.96918810373643,0.42739891780448397,42.00919437395387,0.1,0.1,0.12,42,0,1,50,6.000000000000004,6.210022031342495,0.0,0.0
13,0.34842305452803657,damping=0.1,0.261512019631115,48.77922763392512,0.43374708543622253,40.129809208497775,0.1,0.1,0.12,42,0,1,60,7.2000000000000055,6.387727511449338,0.0,0.0
21,0.3456929758695181,damping=0.1,0.30297120800554805,48.39701662173253,0.43935283558480337,38.23217797307405,0.1,0.1,0.12,42,0,1,70,8.400000000000004,6.5149447173509225,0.0,0.0
36,0.34277296990107886,damping=0.1,0.34377648515807213,47.98821578615104,0.444354677205647,36.318806943973016,0.1,0.1,0.12,42,0,1,80,9.599999999999996,6.6887184866855245,0.0,0.0
59,0.34109623417750196,damping=0.1,0.38799912521807844,47.753472784850274,0.4487820883414949,34.391744117172635,0.1,0.1,0.12,42,0,1,90,10.799999999999988,6.749169591088064,0.0,0.0
89,0.3387748436883668,damping=0.1,0.4298053413188277,47.42847811637135,0.45248438945001845,32.45351588527337,0.1,0.1,0.12,42,0,1,100,11.99999999999998,6.817820419870844,0.0,0.0
98,0.3348620409316392,damping=0.1,0.46730786322662554,46.880685730429484,0.45561806849753156,30.506757038056538,0.1,0.1,0.12,42,0,1,110,13.199999999999973,6.91467452128479,0.0,0.0
106,0.33242158377998976,damping=0.1,0.5083452439992829,46.539021729198566,0.45815085346995327,28.553889639493445,0.1,0.1,0.12,42,0,1,120,14.399999999999965,6.975298463952764,0.0,0.0
107,0.33032495944362184,damping=0.1,0.5495126136264092,46.24549432210706,0.4598258257296693,26.597813449439943,0.1,0.1,0.12,42,0,1,130,15.599999999999957,6.99716552203192,0.0,0.0
114,0.3265108427594454,damping=0.1,0.5866417379720908,45.711517986322356,0.4606804570730518,24.64195263675292,0.1,0.1,0.12,42,0,1,140,16.79999999999996,7.024854225287893,0.0,0.0
117,0.32261703145825343,damping=0.1,0.6234302990331851,45.16638440415548,0.4607715572294927,22.68965209370857,0.1,0.1,0.12,42,0,1,150,17.99999999999997,7.083781996682744,0.0,0.0
125,0.3202247892024289,damping=0.1,0.6623407510782298,44.831470488340045,0.4598652558705684,20.744496595217903,0.1,0.1,0.12,42,0,1,160,19.19999999999998,7.053506916153149,0.0,0.0
127,0.31690497267940865,damping=0.1,0.6988887661451172,44.36669617511721,0.45774887781684737,18.810957764916818,0.1,0.1,0.12,42,0,1,170,20.39999999999999,7.02501999572237,0.0,0.0
127,0.3120761652681298,damping=0.1,0.7326205332921868,43.69066313753817,0.45447691419047964,16.89392638165766,0.1,0.1,0.12,42,0,1,180,21.6,7.024632104914585,0.0,0.0
128,0.3089201515255648,damping=0.1,0.767875529165298,43.24882121357907,0.4498558775051837,14.998613178243904,0.1,0.1,0.12,42,0,1,190,22.80000000000001,6.9785669425803265,0.0,0.0
128,0.30615919694997734,damping=0.1,0.8022312814168397,42.86228757299683,0.4434346133766598,13.131402959503008,0.1,0.1,0.12,42,0,1,200,24.00000000000002,6.877613285362548,0.0,0.0
3,0.3559361951128952,damping=0.1,0.027959851645453834,49.83106731580533,0.2987752105356308,49.01925360346751,0.1,0.1,0.12,42,1,1,10,1.2000000000000002,3.1714977718243405,0.0,0.0
4,0.3550166143343957,damping=0.1,0.07572674933656848,49.7023260068154,0.37760119532738345,47.44706353140305,0.1,0.1,0.12,42,1,1,20,2.4000000000000012,4.951206488422886,0.0,0.0
4,0.35371354753529993,damping=0.1,0.12396489684306246,49.51989665494199,0.4063539618166886,45.689348907745746,0.1,0.1,0.12,42,1,1,30,3.6000000000000023,5.563210542244584,0.0,0.0
5,0.351330648330807,damping=0.1,0.16785035717392768,49.186290766312986,0.4190822549023422,43.86587193865895,0.1,0.1,0.12,42,1,1,40,4.800000000000003,6.034745554538879,0.0,0.0
5,0.34977991502668876,damping=0.1,0.21480107969396503,48.96918810373643,0.42739891780448397,42.00919437395387,0.1,0.1,0.12,42,1,1,50,6.000000000000004,6.210022031342495,0.0,0.0
13,0.34842305452803657,damping=0.1,0.261512019631115,48.77922763392512,0.43374708543622253,40.129809208497775,0.1,0.1,0.12,42,1,1,60,7.2000000000000055,6.387727511449338,0.0,0.0
21,0.3456929758695181,damping=0.1,0.30297120800554805,48.39701662173253,0.43935283558480337,38.23217797307405,0.1,0.1,0.12,42,1,1,70,8.400000000000004,6.5149447173509225,0.0,0.0
36,0.34277296990107886,damping=0.1,0.34377648515807213,47.98821578615104,0.444354677205647,36.318806943973016,0.1,0.1,0.12,42,1,1,80,9.599999999999996,6.6887184866855245,0.0,0.0
59,0.34109623417750196,damping=0.1,0.38799912521807844,47.753472784850274,0.4487820883414949,34.391744117172635,0.1,0.1,0.12,42,1,1,90,10.799999999999988,6.749169591088064,0.0,0.0
89,0.3387748436883668,damping=0.1,0.4298053413188277,47.42847811637135,0.45248438945001845,32.45351588527337,0.1,0.1,0.12,42,1,1,100,11.99999999999998,6.817820419870844,0.0,0.0
98,0.3348620409316392,damping=0.1,0.46730786322662554,46.880685730429484,0.45561806849753156,30.506757038056538,0.1,0.1,0.12,42,1,1,110,13.199999999999973,6.91467452128479,0.0,0.0
106,0.33242158377998976,damping=0.1,0.5083452439992829,46.539021729198566,0.45815085346995327,28.553889639493445,0.1,0.1,0.12,42,1,1,120,14.399999999999965,6.975298463952764,0.0,0.0
107,0.33032495944362184,damping=0.1,0.5495126136264092,46.24549432210706,0.4598258257296693,26.597813449439943,0.1,0.1,0.12,42,1,1,130,15.599999999999957,6.99716552203192,0.0,0.0
114,0.3265108427594454,damping=0.1,0.5866417379720908,45.711517986322356,0.4606804570730518,24.64195263675292,0.1,0.1,0.12,42,1,1,140,16.79999999999996,7.024854225287893,0.0,0.0
117,0.32261703145825343,damping=0.1,0.6234302990331851,45.16638440415548,0.4607715572294927,22.68965209370857,0.1,0.1,0.12,42,1,1,150,17.99999999999997,7.083781996682744,0.0,0.0
125,0.3202247892024289,damping=0.1,0.6623407510782298,44.831470488340045,0.4598652558705684,20.744496595217903,0.1,0.1,0.12,42,1,1,160,19.19999999999998,7.053506916153149,0.0,0.0
127,0.31690497267940865,damping=0.1,0.6988887661451172,44.36669617511721,0.45774887781684737,18.810957764916818,0.1,0.1,0.12,42,1,1,170,20.39999999999999,7.02501999572237,0.0,0.0
127,0.3120761652681298,damping=0.1,0.7326205332921868,43.69066313753817,0.45447691419047964,16.89392638165766,0.1,0.1,0.12,42,1,1,180,21.6,7.024632104914585,0.0,0.0
128,0.3089201515255648,damping=0.1,0.767875529165298,43.24882121357907,0.4498558775051837,14.998613178243904,0.1,0.1,0.12,42,1,1,190,22.80000000000001,6.9785669425803265,0.0,0.0
128,0.30615919694997734,damping=0.1,0.8022312814168397,42.86228757299683,0.4434346133766598,13.131402959503008,0.1,0.1,0.12,42,1,1,200,24.00000000000002,6.877613285362548,0.0,0.0
3,0.3559361951128952,damping=0.1,0.027959851645453834,49.83106731580533,0.2987752105356308,49.01925360346751,0.1,0.1,0.12,42,2,1,10,1.2000000000000002,3.1714977718243405,0.0,0.0
4,0.3550166143343957,damping=0.1,0.07572674933656848,49.7023260068154,0.37760119532738345,47.44706353140305,0.1,0.1,0.12,42,2,1,20,2.4000000000000012,4.951206488422886,0.0,0.0
4,0.35371354753529993,damping=0.1,0.12396489684306246,49.51989665494199,0.4063539618166886,45.689348907745746,0.1,0.1,0.12,42,2,1,30,3.6000000000000023,5.563210542244584,0.0,0.0
5,0.351330648330807,damping=0.1,0.16785035717392768,49.186290766312986,0.4190822549023422,43.86587193865895,0.1,0.1,0.12,42,2,1,40,4.800000000000003,6.034745554538879,0.0,0.0
5,0.34977991502668876,damping=0.1,0.21480107969396503,48.96918810373643,0.42739891780448397,42.00919437395387,0.1,0.1,0.12,42,2,1,50,6.000000000000004,6.210022031342495,0.0,0.0
13,0.34842305452803657,damping=0.1,0.261512019631115,48.77922763392512,0.43374708543622253,40.129809208497775,0.1,0.1,0.12,42,2,1,60,7.2000000000000055,6.387727511449338,0.0,0.0
21,0.3456929758695181,damping=0.1,0.30297120800554805,48.39701662173253,0.43935283558480337,38.23217797307405,0.1,0.1,0.12,42,2,1,70,8.400000000000004,6.5149447173509225,0.0,0.0
36,0.34277296990107886,damping=0.1,0.34377648515807213,47.98821578615104,0.444354677205647,36.318806943973016,0.1,0.1,0.12,42,2,1,80,9.599999999999996,6.6887184866855245,0.0,0.0
59,0.34109623417750196,damping=0.1,0.38799912521807844,47.753472784850274,0.4487820883414949,34.391744117172635,0.1,0.1,0.12,42,2,1,90,10.799999999999988,6.749169591088064,0.0,0.0
89,0.3387748436883668,damping=0.1,0.4298053413188277,47.42847811637135,0.45248438945001845,32.45351588527337,0.1,0.1,0.12,42,2,1,100,11.99999999999998,6.817820419870844,0.0,0.0
98,0.3348620409316392,damping=0.1,0.46730786322662554,46.880685730429484,0.45561806849753156,30.506757038056538,0.1,0.1,0.12,42,2,1,110,13.199999999999973,6.91467452128479,0.0,0.0
106,0.33242158377998976,damping=0.1,0.5083452439992829,46.539021729198566,0.45815085346995327,28.553889639493445,0.1,0.1,0.12,42,2,1,120,14.399999999999965,6.975298463952764,0.0,0.0
107,0.33032495944362184,damping=0.1,0.5495126136264092,46.24549432210706,0.4598258257296693,26.597813449439943,0.1,0.1,0.12,42,2,1,130,15.599999999999957,6.99716552203192,0.0,0.0
114,0.3265108427594454,damping=0.1,0.5866417379720908,45.711517986322356,0.4606804570730518,24.64195263675292,0.1,0.1,0.12,42,2,1,140,16.79999999999996,7.024854225287893,0.0,0.0
117,0.32261703145825343,damping=0.1,0.6234302990331851,45.16638440415548,0.4607715572294927,22.68965209370857,0.1,0.1,0.12,42,2,1,150,17.99999999999997,7.083781996682744,0.0,0.0
125,0.3202247892024289,damping=0.1,0.6623407510782298,44.831470488340045,0.4598652558705684,20.744496595217903,0.1,0.1,0.12,42,2,1,160,19.19999999999998,7.053506916153149,0.0,0.0
127,0.31690497267940865,damping=0.1,0.6988887661451172,44.36669617511721,0.45774887781684737,18.810957764916818,0.1,0.1,0.12,42,2,1,170,20.39999999999999,7.02501999572237,0.0,0.0
127,0.3120761652681298,damping=0.1,0.7326205332921868,43.69066313753817,0.45447691419047964,16.89392638165766,0.1,0.1,0.12,42,2,1,180,21.6,7.024632104914585,0.0,0.0
